,N,P,K,temperature,humidity,ph,rainfall,soil_type,label
1834,23,6,33,29.18032562,92.73041222,6.025789594,204.9603677,3,coconut
1835,29,25,35,28.3575072,91.64509299,5.542873799,160.7306991,2,coconut
1836,24,14,33,29.38072512,93.27565685,6.366219551,218.5241851,3,coconut
1837,32,12,30,25.39241091,98.08951196,5.579845008,218.080385,3,coconut
1838,30,25,31,26.31270635,98.62048026,5.804965067,208.1181381,3,coconut
1839,14,21,35,29.52501367,91.91185319,6.121005506,194.3100272,2,coconut
1840,27,22,29,28.83214859,92.17170353,6.000248647,145.4172387,2,coconut
1841,40,5,29,28.48444906,97.76865458,5.820978791,160.389421,2,coconut
1842,17,11,32,28.74013335,93.39676499,5.620733794,156.7650823,2,coconut
1843,30,30,35,25.00872392,95.59224018,6.001936419,165.8092179,2,coconut
1844,28,10,30,29.8690834,91.14723422,6.305740522,192.7678575,2,coconut
1845,39,7,29,27.54273211,94.59086121,6.362544111,150.2012138,2,coconut
1846,32,20,35,26.52166434,98.38227669,5.588655387,144.6261698,2,coconut
1847,7,15,32,25.03512351,95.89739958,6.182232762,174.796583,2,coconut
1848,29,17,29,29.20394909,95.66997327,5.959493188,211.2506267,3,coconut
1849,34,15,34,27.05826457,91.10510371,5.677282678,224.7006953,3,coconut
1850,14,23,25,26.18552389,96.96637916,5.612122797,135.4186222,2,coconut
1851,18,19,29,27.59376845,92.48519606,6.206077742,162.8432736,2,coconut
1852,7,21,35,25.76011662,94.65830608,5.764812076,131.2451414,2,coconut
1853,24,27,34,28.87862994,95.11320315,6.203376525,145.0583117,2,coconut
1854,39,29,29,26.50908611,94.48414544,6.143662699,199.8778403,2,coconut
1855,29,8,28,26.87037587,91.72546257,6.100429497,214.4128874,3,coconut
1856,10,24,27,27.57283516,94.90485697,5.708409601,145.9298935,2,coconut
1857,0,29,32,28.05912437,98.3670985,5.868255858,171.6516396,2,coconut
1858,32,11,31,29.51611558,92.56492864,6.461225827,131.2116167,2,coconut
1859,37,10,32,28.96318258,95.16333673,6.165084855,222.803013,3,coconut
1860,20,29,27,25.09897688,92.36099489,6.047044342,157.7592626,2,coconut
1861,31,29,35,27.1872282,92.19906776,6.137102505,141.3220576,2,coconut
1862,17,30,27,29.03065024,90.79093862,5.894027065,205.5720367,3,coconut
1863,1,12,30,27.754298,95.94643831,5.56222383,131.0900076,2,coconut
1864,6,13,29,27.31155708,99.96906006,5.832608028,201.8258633,3,coconut
1865,15,28,32,28.84270971,99.64328526,6.218571874,224.4016682,3,coconut
1866,27,24,29,26.61423461,96.97300803,6.142010637,191.006688,2,coconut
1867,3,23,30,29.70143197,95.65754365,6.078807239,215.1968037,3,coconut
1868,8,26,26,25.54759871,91.64194826,5.702484758,212.867626,3,coconut
1869,20,28,26,26.37978453,91.49882979,5.547594847,167.0470997,2,coconut
1870,26,18,27,27.45907759,92.90736493,5.836075368,142.1430003,2,coconut
1871,1,6,35,27.02269204,95.71935435,6.231662767,147.1682459,2,coconut
1872,27,30,31,28.98545306,90.73966792,5.718120393,148.8398374,2,coconut
1873,23,7,34,26.1055118,91.52421214,5.852038202,134.1279669,2,coconut
1874,0,26,31,25.0707247,95.02156793,5.547933273,192.9036306,2,coconut
1875,38,6,25,25.54963273,96.92786777,6.156259104,191.2996157,2,coconut
1876,25,12,26,28.56973521,95.67906668,6.436314406,134.8370348,2,coconut
1877,40,5,32,26.07010807,96.7036223,5.981169595,143.533473,2,coconut
1878,0,19,31,25.51791333,94.38420565,6.271952833,178.7297725,2,coconut
1879,26,9,32,25.9490364,94.73860514,6.470465614,144.1571109,2,coconut
1880,35,30,34,28.2974764,95.41122824,6.141502001,182.4482352,2,coconut
1881,19,30,30,29.56549169,91.40896307,5.826381164,224.8315729,3,coconut
1882,31,13,33,29.69952329,95.21224392,6.342463714,148.3003692,2,coconut
1883,17,29,26,26.14162144,93.28415295,6.071897347,195.4115025,2,coconut
1884,2,30,30,26.00175125,94.79998418,6.331051715,209.540094,3,coconut
1885,30,13,25,27.15116142,91.48889469,6.413184638,164.9182225,2,coconut
1886,8,15,33,28.97318719,98.09861043,5.50158009,213.9011021,3,coconut
1887,18,12,35,26.13958446,96.38580769,6.338720873,131.3387935,2,coconut
1888,8,28,30,25.51618488,94.33465411,6.015672239,135.1272491,2,coconut
1889,40,22,29,27.55821802,99.98187601,5.735364307,174.6256481,2,coconut
1890,27,10,33,27.81132822,97.48410555,6.465906333,154.0621221,2,coconut
1891,21,20,31,25.60033702,99.7240104,5.855457599,165.8248732,2,coconut
1892,3,9,35,26.91641934,99.84671638,6.318552973,225.6323656,3,coconut
1893,22,16,27,29.1797902,90.27214288,6.006784979,188.9252083,2,coconut
1894,27,8,30,26.44600063,98.29937782,6.008386283,221.2258168,3,coconut
1895,22,8,33,28.43572863,95.8840407,5.665785202,203.9283708,3,coconut
1896,28,27,32,28.94099669,93.00109012,5.764615485,191.7723087,2,coconut
1897,23,21,26,26.45488737,93.45042636,5.901495544,149.2220255,2,coconut
1898,37,5,34,25.79490531,93.84150618,5.779032666,152.4238712,2,coconut
1899,19,26,29,26.93141945,98.80313612,5.67154928,166.5712879,2,coconut
1900,133,47,24,24.40228894,79.19732001,7.231324765,90.8022356,1,cotton
1901,136,36,20,23.09595631,84.86275707,6.925412377,71.29581071,1,cotton
1902,104,47,18,23.9656349,76.97696717,7.633437412,90.75616738,1,cotton
1903,133,47,23,24.88738107,75.62137159,6.827354668,89.76050416,1,cotton
1904,126,38,23,25.36243778,83.63276077,6.176716425,88.43618918,1,cotton
1905,126,50,19,24.69457084,81.7358876,6.628722836,78.58494391,1,cotton
1906,113,41,20,25.0017188,80.53965818,7.256877571,96.32600992,1,cotton
1907,121,45,22,22.45942937,81.30681027,6.443785385,64.23026638,1,cotton
1908,121,47,16,23.60564038,79.29573149,7.723240151,72.49800885,1,cotton
1909,129,60,22,24.58453146,79.12404171,5.947448589,71.94608134,1,cotton
1910,107,45,25,23.0865933,83.55546146,7.227745516,71.84080724,1,cotton
1911,122,59,18,23.5000992,83.63488952,6.219469084,79.81328183,1,cotton
1912,140,38,15,24.1472953,75.88298598,6.021439523,69.91563467,1,cotton
1913,102,49,21,24.69315538,84.84422454,6.253343655,89.799462,1,cotton
1914,111,40,25,24.484692,84.44932014,6.187455799,90.94342484,1,cotton
1915,131,35,18,24.49112609,82.24415809,7.057693366,64.02949379,1,cotton
1916,135,43,16,23.47986888,81.73049149,6.720449769,86.76287924,1,cotton
1917,100,46,18,24.18586246,76.04203958,6.431689506,69.08056728,1,cotton
1918,123,39,24,25.00755095,78.17952126,7.453106264,86.06411872,1,cotton
1919,117,56,15,25.99237426,77.0543546,7.368258226,89.1188212,1,cotton
1920,121,36,24,23.66457347,81.69105088,7.352401887,99.36898373,1,cotton
1921,101,58,18,25.66891439,81.38103349,6.652143699,78.59595817,1,cotton
1922,107,42,24,22.04612876,84.62978302,6.144631795,86.00758678,1,cotton
1923,100,41,22,22.4204752,84.55794703,7.318802162,93.46595573,1,cotton
1924,125,39,21,25.03149561,82.21276599,7.954629324,95.0191318,1,cotton
1925,105,60,23,23.53371386,77.21705554,6.207652157,87.54004943,1,cotton
1926,102,46,19,22.77076388,82.5993307,6.631005298,81.49543437,1,cotton
1927,131,49,22,25.49848236,79.9751579,7.306918817,67.05961949,1,cotton
1928,139,35,15,25.248679,83.4630147,5.898293044,86.55517751,1,cotton
1929,108,36,19,22.78249615,77.51235009,7.238566893,64.61444234,1,cotton
1930,118,45,23,23.37044424,77.43198948,7.977651226,71.67870701,1,cotton
1931,107,51,22,24.86560781,78.22080815,5.983075895,79.56866268,1,cotton
1932,125,60,17,24.14386157,84.51591287,6.785723961,80.36146974,1,cotton
1933,113,37,20,25.03300222,79.04368718,7.393441155,97.10087029,1,cotton
1934,131,52,16,23.65724079,84.47601498,6.486068274,88.54479121,1,cotton
1935,115,48,16,25.54359718,84.09229796,7.175934962,88.94245493,1,cotton
1936,113,38,25,22.00085141,79.47270984,7.388265888,90.42224164,1,cotton
1937,111,41,18,23.64328417,78.1258666,6.10539819,80.96157332,1,cotton
1938,111,53,19,23.96436009,78.02763149,6.419536555,84.63148859,1,cotton
1939,122,48,16,24.65425757,75.6350708,6.307585854,61.82980133,1,cotton
1940,108,46,17,24.3017998,84.87668973,6.93221485,65.0247867,1,cotton
1941,132,41,22,24.29144926,81.02453404,7.810865753,90.41694635,1,cotton
1942,103,42,17,24.29470232,84.61527627,6.527541661,81.05902285,1,cotton
1943,133,50,25,25.72180042,81.19666206,7.569454601,99.93100821,1,cotton
1944,127,37,18,24.87663664,76.30050373,7.041065585,91.9223468,1,cotton
1945,110,39,25,22.60612115,77.34264002,7.208795456,75.13617229,1,cotton
1946,131,38,19,23.86814008,75.68339729,6.814341946,90.4547185,1,cotton
1947,108,38,24,23.41022496,76.43836957,7.442217061,78.82199603,1,cotton
1948,122,40,17,24.96440768,81.31677618,6.854558957,80.03995829,1,cotton
1949,111,50,15,25.16820129,80.30351815,7.884550475,84.62419032,1,cotton
1950,140,40,17,22.72767171,77.07598065,6.006085786,77.55176318,1,cotton
1951,100,40,20,22.45145981,76.25674874,7.432043735,86.84998693,1,cotton
1952,123,50,16,23.04920461,75.53835214,6.498052108,70.65644296,1,cotton
1953,107,36,21,25.29250148,75.66653335,6.205263534,62.64174227,1,cotton
1954,118,50,19,22.95604064,82.33733678,6.360812227,66.48339303,1,cotton
1955,103,51,20,22.80213132,84.14668447,7.046607434,91.6389565,1,cotton
1956,133,57,19,23.54234715,75.98203329,7.947011366,84.12536744,1,cotton
1957,129,47,20,24.41212325,80.80343786,6.281913858,98.60457373,1,cotton
1958,116,52,19,22.94276687,75.37170612,6.114525877,67.08022574,1,cotton
1959,114,40,23,25.53676123,81.13668716,6.753978061,95.4262599,1,cotton
1960,131,60,17,25.32023717,81.79475917,7.425041316,83.46532547,1,cotton
1961,107,43,18,22.426733,81.53480799,6.745104394,65.54475812,1,cotton
1962,123,44,21,25.78544484,75.00539324,7.641116569,91.39578861,1,cotton
1963,112,49,25,25.68959532,77.90621048,6.470135478,66.19426787,1,cotton
1964,119,44,15,22.14593688,82.8597549,7.091992365,60.65381719,1,cotton
1965,130,59,19,25.07278712,82.50257909,6.520403794,93.51042684,1,cotton
1966,127,53,24,22.21506982,76.17851932,6.127939628,70.40557612,1,cotton
1967,134,52,18,23.9643129,76.59175937,7.994679507,76.13090645,1,cotton
1968,109,36,18,25.40059227,76.53237965,7.524707577,62.5138867,1,cotton
1969,100,48,17,23.7805123,83.03878838,7.827877818,66.26555904,1,cotton
1970,132,52,19,24.16402322,76.7433897,6.436691764,61.94626051,1,cotton
1971,102,37,25,25.31468463,77.91757121,5.907930899,72.82902109,1,cotton
1972,111,39,22,22.60361557,80.3509046,6.135025006,88.57395505,1,cotton
1973,117,51,15,22.9535715,78.71555832,6.044556594,99.75336197,1,cotton
1974,136,36,24,22.74446976,80.41198458,7.59781958,90.07326633,1,cotton
1975,134,56,18,23.80834611,83.91902605,6.691268104,70.97358303,1,cotton
1976,112,54,15,25.46228792,81.56641891,6.175492306,76.88582484,1,cotton
1977,105,56,15,25.96779712,81.97904282,7.272316209,74.14169043,1,cotton
1978,140,45,15,25.5308271,80.04662756,5.801047545,99.39557151,1,cotton
1979,126,46,25,24.43847399,81.69801729,6.757457943,60.79645852,1,cotton
1980,106,49,24,23.03887865,76.47039772,6.983395573,90.64770699,1,cotton
1981,121,53,19,23.51308653,76.72621429,7.976889498,80.11272117,1,cotton
1982,108,60,17,22.75805656,76.75768356,6.558902588,97.76600619,1,cotton
1983,116,56,17,24.71252544,77.7293114,7.979090365,85.24963302,1,cotton
1984,100,52,19,23.45969093,82.44777468,7.903528673,93.50153555,1,cotton
1985,129,43,16,25.5503704,77.85055621,6.73210948,78.58488484,1,cotton
1986,118,44,23,22.08458267,82.82904143,6.691690476,67.06459777,1,cotton
1987,117,43,25,24.68854799,78.51206972,7.839849298,69.31153566,1,cotton
1988,126,37,21,25.84997269,84.16855231,6.61448588,77.03421249,1,cotton
1989,120,48,16,22.46054478,75.40989245,7.456971816,71.85436078,1,cotton
1990,102,45,16,23.65629976,77.52425987,7.2942193,74.8984994,1,cotton
1991,131,56,20,22.00817088,81.83896111,7.762647875,92.23645249,1,cotton
1992,114,40,17,24.32630461,80.13456404,6.363406102,69.45072055,1,cotton
1993,101,37,18,22.92360984,82.68738535,7.63737841,92.91915074,1,cotton
1994,106,46,20,23.43821725,78.63388824,6.200671976,81.15072105,1,cotton
1995,113,38,20,22.10718988,78.58320116,6.364729934,74.94136567,1,cotton
1996,102,53,21,23.03814028,76.11021529,6.913678684,91.49697481,1,cotton
1997,110,39,18,24.54795322,75.39752705,7.766259769,63.88079866,1,cotton
1998,107,58,15,23.73868041,75.77503808,7.55606399,76.63669195,1,cotton
1999,120,60,15,22.31871914,83.86129998,7.288377241,65.35747011,1,cotton
2000,89,47,38,25.52468965,72.24850829,6.002524871,151.8869972,2,jute
2001,60,37,39,26.59104992,82.94164078,6.033485257,161.2469997,2,jute
2002,63,41,45,25.29781791,86.8870535,7.121933579,196.6249511,2,jute
2003,86,40,39,25.72100868,88.16513579,6.207459637,175.6086697,2,jute
2004,96,41,40,23.58419277,72.00460848,6.090060478,190.4242157,2,jute
2005,100,35,36,25.31042337,72.01364411,6.346715209,190.5577618,2,jute
2006,63,37,43,23.41798979,85.08640476,6.661957897,185.7446728,2,jute
2007,70,43,40,24.35564134,88.80391021,6.176860192,169.1168028,2,jute
2008,67,55,44,26.284017,75.14640198,7.251847296,182.2685447,2,jute
2009,74,40,40,25.13842773,83.12053888,6.386259978,169.3388465,2,jute
2010,89,53,44,24.88692811,71.91711523,7.319735475,150.2498675,2,jute
2011,74,46,45,25.75734909,88.36668522,6.025028997,189.4263485,2,jute
2012,89,41,38,23.12844351,74.68322732,6.344751947,199.8362913,2,jute
2013,60,55,40,24.9949957,88.95692783,7.02777956,151.4935635,2,jute
2014,67,43,38,25.21622704,70.88259632,7.299304715,195.8645552,2,jute
2015,70,38,35,24.39736241,79.26861738,7.014063944,164.2697011,2,jute
2016,74,49,38,23.31410442,71.4509053,7.488014404,164.4970373,2,jute
2017,90,40,39,25.72668885,81.86171563,6.626503893,191.9649389,2,jute
2018,82,35,44,26.96656378,78.21047693,6.239011,169.8391177,2,jute
2019,73,45,37,23.70467146,74.63745355,6.742688094,181.2783964,2,jute
2020,85,53,38,24.90075709,73.84186449,6.588017308,153.8990984,2,jute
2021,81,56,36,23.39605743,72.60512854,7.097586415,174.7876411,2,jute
2022,84,55,38,26.8748389,79.78725152,6.956682743,173.1017097,2,jute
2023,80,45,42,23.1426498,74.99739774,7.380396262,151.9035477,2,jute
2024,76,54,45,24.29496635,77.62976013,6.176618831,184.9800516,2,jute
2025,76,56,39,24.39459498,89.89106506,6.551130445,197.1220049,2,jute
2026,81,40,45,25.7629429,80.76238215,6.427726565,174.5071843,2,jute
2027,76,44,45,25.4879684,84.48235878,6.740947635,168.7848886,2,jute
2028,69,47,40,25.37122686,76.2403666,6.130136384,183.8270791,2,jute
2029,82,40,45,26.21312799,81.70476368,6.667633355,180.1237765,2,jute
2030,69,57,35,24.30748599,78.54340987,6.186814392,186.2337571,2,jute
2031,81,36,38,23.76554749,87.98329901,6.334837865,150.3166152,2,jute
2032,67,60,38,24.79853023,78.53037059,7.16214284,162.2847429,2,jute
2033,72,51,40,23.20683504,74.09956958,7.422318499,199.4766779,2,jute
2034,65,39,45,23.66805429,70.89000744,6.768001309,184.4633281,2,jute
2035,78,50,43,25.12417673,85.72530641,6.348441469,159.5718087,2,jute
2036,77,52,41,23.89069041,83.46409075,6.097294061,167.7230632,2,jute
2037,89,52,42,23.09433785,81.45139295,6.14132902,196.6587013,2,jute
2038,62,49,37,24.21744605,82.85284045,7.479248124,166.1365886,2,jute
2039,90,48,45,24.06475727,71.31342851,6.509174789,153.6390212,2,jute
2040,66,47,36,24.85441411,74.4407048,6.57256106,175.572958,2,jute
2041,80,52,39,26.41915161,76.85691248,7.165696848,197.2101782,2,jute
2042,89,52,45,24.89326318,77.01222585,7.207457208,196.469984,2,jute
2043,77,51,44,23.25583402,82.7015932,7.124333547,166.2160846,2,jute
2044,94,37,41,24.7634518,87.06071115,6.463538707,179.1630865,2,jute
2045,75,41,35,24.97042599,78.62697699,6.856833064,166.6415254,2,jute
2046,60,55,36,26.12797248,80.49172597,7.132389299,150.6326874,2,jute
2047,62,56,35,25.97825807,81.65769588,6.235357638,163.3488091,2,jute
2048,84,40,42,26.2830571,73.35763537,6.704273839,186.6898282,2,jute
2049,100,56,40,26.38905406,83.31240346,7.433313409,176.1516409,2,jute
2050,75,56,44,25.2746335,73.7459581,6.109478059,168.0432282,2,jute
2051,78,46,42,23.09499564,78.45959697,7.095413294,155.3851533,2,jute
2052,82,48,36,25.79351957,81.76904006,6.352076783,193.2418382,2,jute
2053,100,58,41,23.17403323,87.88255345,6.658769991,160.6217342,2,jute
2054,88,50,40,25.63215038,79.95150917,7.051822472,182.2582277,2,jute
2055,67,41,40,25.848795,87.81661683,7.333143205,152.6194403,2,jute
2056,72,42,43,26.56767277,80.90424543,6.352771037,181.2915605,2,jute
2057,89,40,43,26.24532085,72.97198375,7.124050134,189.9711184,2,jute
2058,89,57,43,26.91515043,73.19897535,6.998787171,177.2233048,2,jute
2059,61,41,44,24.36972377,82.11319791,6.537914958,159.9210934,2,jute
2060,79,45,43,25.71901283,79.15532398,7.171054239,187.1735424,2,jute
2061,84,40,43,25.01157559,88.3313023,7.228268228,169.4168014,2,jute
2062,98,43,35,25.40785911,76.44048625,7.319952206,188.6372826,2,jute
2063,75,36,44,23.28081,74.27607475,6.613341343,153.7447398,2,jute
2064,89,58,35,23.98651719,82.09053379,6.096838784,167.0576456,2,jute
2065,91,41,37,24.48556447,83.20630007,6.132570523,192.2316221,2,jute
2066,77,48,36,25.86705009,84.09985284,7.36008498,154.8390847,2,jute
2067,66,58,35,23.5643831,79.46283115,7.321619041,185.25947,2,jute
2068,62,59,41,24.2248758,74.89465426,7.175170657,192.4931257,2,jute
2069,82,35,35,25.49386782,86.97061481,7.299076163,176.5268267,2,jute
2070,61,41,35,24.97178693,79.47557931,6.842966479,195.7571622,2,jute
2071,99,57,38,24.80624984,82.09281674,6.356295568,156.3616174,2,jute
2072,70,42,43,23.16814977,76.66724969,6.508342839,157.1215052,2,jute
2073,90,59,35,24.25133493,89.86454053,7.098227926,175.1742112,2,jute
2074,73,43,42,26.58361011,78.00774772,6.310699968,154.8238864,2,jute
2075,67,46,44,26.82489244,78.20392774,7.093328631,153.9199807,2,jute
2076,84,37,42,25.49674786,81.13449097,6.691074249,169.9288234,2,jute
2077,72,41,36,24.09874353,80.57226761,6.187746776,176.8604109,2,jute
2078,71,56,37,23.18866654,86.20899734,6.491506245,176.103677,2,jute
2079,64,53,38,26.24347471,78.51063754,6.855362875,183.4065252,2,jute
2080,65,54,39,23.75091572,71.14782585,7.124571593,160.0889553,2,jute
2081,60,58,37,26.13871511,79.1188943,6.067302109,171.4892533,2,jute
2082,86,39,43,26.14576648,71.23690851,6.432051512,193.1007598,2,jute
2083,90,50,44,26.91643698,73.48655995,6.253408852,171.4716375,2,jute
2084,91,38,36,26.5232969,77.17331847,7.287318723,157.8548562,2,jute
2085,87,48,38,23.81579631,80.94023552,7.161865733,190.312216,2,jute
2086,72,41,36,26.50838667,86.84264005,6.065898283,152.9801697,2,jute
2087,71,54,35,26.63952463,70.95705996,7.311077075,199.3355744,2,jute
2088,82,46,41,23.3250131,79.79609448,6.581693772,187.3096148,2,jute
2089,71,52,43,26.47549543,73.96164569,6.732826127,180.2513601,2,jute
2090,80,43,43,23.78756036,74.36794079,6.014572075,172.6442654,2,jute
2091,77,55,43,25.49941707,75.99987588,6.663559451,193.7141828,2,jute
2092,95,57,41,23.24925555,73.65346838,6.434610995,184.7674863,2,jute
2093,63,47,35,26.98582182,89.05587886,7.432768147,193.8778713,2,jute
2094,93,43,38,23.61475336,86.14290267,6.987332927,150.2355238,2,jute
2095,87,44,43,23.87484465,86.79261344,6.718725189,177.5147313,2,jute
2096,88,52,39,23.92887902,88.07112278,6.880204617,154.6608736,2,jute
2097,90,39,37,24.81441246,81.68688879,6.86106911,190.7886386,2,jute
2098,90,39,43,24.44743944,82.286484,6.7693455,190.9684885,2,jute
2099,84,38,43,26.57421679,73.81994896,7.26158085,159.3223075,2,jute
2100,91,21,26,26.33377983,57.36469955,7.261313694,191.6549412,2,coffee
